first,second,third,odds
4,1194,3,1753.0
5,1007,4,1819.0
4,1,1138,3.0
4,1,1428,3.0
4,1,1472,3.0
3,2,1220,2.0
3,1483,2,2505.0
5,1594,4,2679.0
5,1,1099,5.0
3,2,1881,2.0
4,1372,3,2143.0
